id,company,state,website,email,score,source_kind,source_url,reasons,review_status,review_reason
51,Signs By Tomorrow Santa Clarita,California,https://www.signsbytomorrow.com/santaclarita,info@sbtsantaclarita.com,85,mailto,https://www.signsbytomorrow.com/santaclarita/sign-company-contact,found as mailto; mailto link; useful contact role; found on contact/about-style page,accept,already applied second-pass candidate
51,Signs By Tomorrow Santa Clarita,California,https://www.signsbytomorrow.com/santaclarita,design@sbtsantaclarita.com,75,mailto,https://www.signsbytomorrow.com/santaclarita/sign-company-team,found as mailto; mailto link; found on contact/about-style page,accept,direct mailto/cloudflare on contact-style page
51,Signs By Tomorrow Santa Clarita,California,https://www.signsbytomorrow.com/santaclarita,rhargrave@sbtsantaclarita.com,75,mailto,https://www.signsbytomorrow.com/santaclarita/sign-company-team,found as mailto; mailto link; found on contact/about-style page,accept,direct mailto/cloudflare on contact-style page
549,"Initial Ideas, Inc.",Vermont,https://www.initialideasvt.com/trophies-engraving,initialideastm@yahoo.com,80,mailto,https://www.initialideasvt.com/about,found as mailto; mailto link; common small-business mailbox; found on contact/about-style page,accept,already applied second-pass candidate
56,Signs Now Sacramento,California,https://www.signsnow.com/sacramento,downtown@signsnowsac.com,75,mailto,https://www.signsnow.com/sacramento/contact,found as mailto; mailto link; found on contact/about-style page,accept,already applied second-pass candidate
56,Signs Now Sacramento,California,https://www.signsnow.com/sacramento,sn43@signsnowsac.com,50,visible,https://www.signsnow.com/sacramento,found as visible; visible page text,manual,visible text needs human source check
57,Capital City Signs,California,https://ccssac.com,eben@eyebytes.com,60,visible,https://ccssac.com/contact,found as visible; visible page text; found on contact/about-style page,reject,known template/developer/service domain
57,Capital City Signs,California,https://ccssac.com,micah@micahrich.com,60,visible,https://ccssac.com/contact,found as visible; visible page text; found on contact/about-style page,reject,known template/developer/service domain
6,LA Laser Cutting,California,https://lalasercutting.com/,lalasercutting@gmail.com,80,mailto,https://lalasercutting.com/contact-us/,found as mailto; mailto link; common small-business mailbox; found on contact/about-style page,accept,already applied second-pass candidate
68,Laser Engraving Pros,Texas,https://lazerengravingpros.com/austin-custom-engraving/,info@rhobositsolutions.com,60,visible,https://lazerengravingpros.com/austin-custom-engraving/,found as visible; visible page text; useful contact role,reject,known template/developer/service domain
74,AM Tech Distributor LLC,Florida,https://amtechdistributor.com,info@indiantypefoundry.com,70,visible,https://amtechdistributor.com/about-us,found as visible; visible page text; useful contact role; found on contact/about-style page,reject,known template/developer/service domain
74,AM Tech Distributor LLC,Florida,https://amtechdistributor.com,team@latofonts.com,60,visible,https://amtechdistributor.com/about-us,found as visible; visible page text; found on contact/about-style page,reject,known template/developer/service domain
78,Miami Sign and Wraps,Florida,https://miamisignandwraps.com,info@majorleaguesigns.com,80,cloudflare,https://miamisignandwraps.com/about-us/,found as cloudflare; cloudflare-protected email; useful contact role; found on contact/about-style page,accept,already applied second-pass candidate
78,Miami Sign and Wraps,Florida,https://miamisignandwraps.com,tony@majorleaguesigns.com,70,cloudflare,https://miamisignandwraps.com/contact-us/,found as cloudflare; cloudflare-protected email; found on contact/about-style page,manual,"direct email, but weak company/contact evidence"
81,Orlando Laser Engraving,Florida,https://www.orlandolaserengraving.com,sales@comengravingshop.com,70,visible,https://www.orlandolaserengraving.com/contact.html,found as visible; visible page text; useful contact role; found on contact/about-style page,manual,visible text needs human source check
85,Amazing Sign LLC,Florida,https://amazingsignllc.com,information@amazingsigns.net,60,visible,https://amazingsignllc.com/contact-us/,found as visible; visible page text; found on contact/about-style page,manual,visible text needs human source check
86,Orlando Sign Company,Florida,https://www.orlandosigncompany.org,support@markmywordsmedia.com,70,visible,https://www.orlandosigncompany.org/terms-of-service/,found as visible; visible page text; useful contact role; found on contact/about-style page,reject,known template/developer/service domain
90,Trophy Magic / EtchMasters,Florida,https://www.trophymagic-etchmasters.com,tmem7308@aol.com,80,mailto,https://www.trophymagic-etchmasters.com/contact-us,found as mailto; mailto link; common small-business mailbox; found on contact/about-style page,accept,already applied second-pass candidate
99,SB Laser Engraving,New York,https://sblaserengraving.com,sblaserengravingllc@gmail.com,65,visible,https://sblaserengraving.com/contact-us/,found as visible; visible page text; common small-business mailbox; found on contact/about-style page,manual,visible text needs human source check
