id,company,state,website,email,reason
123,FASTSIGNS of Naperville,Illinois,https://www.fastsigns.com/naperville-il,,not an email
124,Parvin-Clauss Sign Company,Illinois,https://www.parvinclauss.com,,not an email
125,Right Way Signs of Chicago,Illinois,https://www.rightwaysigns.com,,not an email
126,Chicago Sign Systems,Illinois,https://www.chicagosignsystems.com,,not an email
127,Captivating Signs,Illinois,https://www.captivatingsigns.com,,not an email
128,Signs Now Naperville,Illinois,https://www.signsnow.com/naperville,,not an email
129,Om Signs Inc,Illinois,https://omsignsinc.com,,not an email
130,Rastermark,Pennsylvania,https://www.rastermark.com/,,not an email
131,Industrial Laser Supply,Pennsylvania,http://www.ilslaser.com/,,not an email
133,Lens Laser LLC,Pennsylvania,https://lenslaserpgh.com/,,not an email
135,Pittsburgh Laser Cutting,Pennsylvania,https://www.pittsburghlasercutting.com/,,not an email
138,Fantom Laser,Pennsylvania,https://www.fantomlaser.com/,,not an email
139,Whitetail Woodcrafters,Pennsylvania,https://whitetailwc.com/laser-engraving-parts/,,not an email
141,Signs Visual of Philadelphia,Pennsylvania,https://www.philadelphiasigns.net/,,not an email
142,Philadelphia Signs & Awnings,Pennsylvania,https://signsphiladelphia.com/,,not an email
143,FASTSIGNS - Northeast Philadelphia,Pennsylvania,https://www.fastsigns.com/northeast-philadelphia-pa/,,not an email
144,Precision Sign & Awning,Pennsylvania,https://www.precisionsignandawning.com/,,not an email
145,CNS Engraving,Ohio,https://www.cnsengraving.com/,,not an email
148,Cleveland Laser Engraving,Ohio,https://engravecle.com/,,not an email
150,Laser Cutting Shapes,Ohio,https://www.lasercuttingshapes.com/,,not an email
151,Liberty-Laser.com,Ohio,http://www.liberty-laser.com/,,not an email
152,Tom's Custom Guns,Ohio,https://tomscustomguns.com/,,not an email
153,Digital Graphics & Signs,Ohio,https://godgs.com/,,not an email
154,XCom Signage,Ohio,https://www.xcomohio.com/,,not an email
155,Instant Signs Company,Ohio,https://instantsignsco.com/,,not an email
156,Sign-A-Rama Dayton,Ohio,https://www.daytonsignarama.com/,,not an email
157,L3 Sign & Image,Ohio,https://l3sign.com/akron-oh/,,not an email
158,Neo Graphics,Ohio,https://www.neo-graphics.com/,,not an email
159,Signs Now Beavercreek/Dayton,Ohio,https://www.signsnow.com/beavercreekdayton/,,not an email
160,American Plastic,Ohio,https://www.americanplasticusa.com/,,not an email
161,Titan Graphics,Ohio,https://titangraphics.com/,,not an email
162,A Sign for the Times,Ohio,https://asignforthetimes.com/,,not an email
164,Inkwell Designers,Georgia,https://www.inkwelldesigners.com,,not an email
165,Laser Tech,Georgia,https://www.lasertechatlanta.com,,not an email
166,Sonoma Laser Engraving,Georgia,https://sonomalaserengraving.com,,not an email
168,Savannah Engraving,Georgia,https://www.savannahengraving.com,,not an email
169,Savannah Laser Company,Georgia,https://savannahlasercompany.com,,not an email
170,Signs Atlanta,Georgia,https://www.signsatlanta.com,,not an email
171,FASTSIGNS of Downtown Atlanta,Georgia,https://www.fastsigns.com/downtown-atlanta-ga/,,not an email
172,FASTSIGNS of Augusta,Georgia,https://www.fastsigns.com/augusta-ga/,,not an email
173,Marietta Signs,Georgia,https://www.mariettasigns.com,,not an email
174,BlackFire Signs,Georgia,https://www.blackfiresigns.com,,not an email
175,Tangerine Sign Studio,Georgia,https://tangerinesigns.com,,not an email
176,AKO Signs,Georgia,https://akosigns.com,,not an email
